chunk_id,model_id,name,category,path,section,text,tags
::counters,,---,decision,models/decision/bandwagon-effect.md,Counters,- Separate popularity from evidence of underlying quality - Ask whether you would choose the same option if no one else's choice were visible - Intentionally evaluate at least one less-popular alternative,popularity|conformity|adoption|trend|social-influence
::references,,---,decision,models/decision/bandwagon-effect.md,References,"- Leibenstein, H. (1950). Bandwagon, snob, and Veblen effects in the theory of consumers' demand. *Quarterly Journal of Economics*, 64(2), 183-207.",popularity|conformity|adoption|trend|social-influence
::summary,,---,decision,models/decision/framing-effect.md,Summary,"The framing effect is the tendency for logically equivalent choices to produce different decisions depending on whether they are presented as gains, losses, or other contextual narratives.",framing|choice|risk|language|decision-making
::mechanism,,---,decision,models/decision/framing-effect.md,Mechanism,1. A choice is presented using a particular frame 2. The frame changes which reference point feels salient 3. Gains and losses are felt differently even when outcomes are equivalent 4. Emotional response shifts before deliberate analysis catches up 5. Choice follows the framing more than the underlying value,framing|choice|risk|language|decision-making
::triggers,,---,decision,models/decision/framing-effect.md,Triggers,"- Decisions described in gain versus loss language - Headlines, pitches, or negotiations emphasizing selective aspects - Complex options that people simplify using surface wording - High-pressure choices where there is little time to reframe",framing|choice|risk|language|decision-making
::effects,,---,decision,models/decision/framing-effect.md,Effects,"- Risk preferences change without the facts changing - Messaging shapes adoption, compliance, and negotiations - Equivalent options feel unequal - People become easier to persuade through presentation rather than substance",framing|choice|risk|language|decision-making
::examples,,---,decision,models/decision/framing-effect.md,Examples,"**Example 1 - Medical survival rate:** A treatment described as ""90% survival"" feels more attractive than one described as ""10% mortality,"" even though the statistics are equivalent. **Example 2 - Product pricing:** ""Save $20"" feels different from ""avoid losing $20,"" producing different buying behavior despite the same amount. **Example 3 - Layoff communication:** A manager framing a plan as ""preserving 80% of roles"" may receive a different reaction than saying ""20% of roles will be cut.""",framing|choice|risk|language|decision-making
::counters,,---,decision,models/decision/framing-effect.md,Counters,- Restate the choice in at least one alternative frame before deciding - Convert wording into explicit numbers and expected outcomes - Ask what would change if the exact same facts were described differently,framing|choice|risk|language|decision-making
::references,,---,decision,models/decision/framing-effect.md,References,"- Tversky, A., & Kahneman, D. (1981). The framing of decisions and the psychology of choice. *Science*, 211(4481), 453-458. - Levin, I. P., Schneider, S. L., & Gaeth, G. J. (1998). All frames are not created equal: A typology and critical analysis of framing effects. *Organizational Behavior and Human Decision Processes*, 76(2), 149-188.",framing|choice|risk|language|decision-making
::summary,,---,decision,models/decision/loss-aversion.md,Summary,"Losses feel approximately twice as painful as equivalent gains feel good — causing people to make irrational decisions to avoid loss, even when the expected value favors accepting it.",risk|loss|gain|prospect-theory|decision-making
::mechanism,,---,decision,models/decision/loss-aversion.md,Mechanism,1. Person faces a choice involving potential gain and potential loss 2. The psychological weight of losing X is roughly 2x the weight of gaining X 3. Decision-making skews toward avoiding loss over acquiring gain 4. This produces risk-aversion when a sure gain is available 5. And risk-seeking when a sure loss is on the table (to avoid locking in the loss),risk|loss|gain|prospect-theory|decision-making
::triggers,,---,decision,models/decision/loss-aversion.md,Triggers,- Decisions framed in terms of what can be lost vs gained - Ownership of an asset (endowment effect — we value what we have more once we have it) - Reference point shifts — losses are measured relative to a baseline - Irreversible decisions where loss feels permanent - Negotiation and pricing contexts,risk|loss|gain|prospect-theory|decision-making
::effects,,---,decision,models/decision/loss-aversion.md,Effects,"- Holding losing investments too long (refusing to realize the loss) - Selling winning investments too early (locking in the gain) - Over-insurance against unlikely losses - Status quo bias — changing anything risks loss, staying is safe - Negotiation anchoring — parties fight harder to avoid conceding than to gain equivalent value",risk|loss|gain|prospect-theory|decision-making
::examples,,---,decision,models/decision/loss-aversion.md,Examples,"**Example 1 — Investing:** An investor holds a stock that has dropped 40% because selling ""makes the loss real."" They wait, hoping to break even, while missing better opportunities. **Example 2 — Subscription cancel:** A user who barely uses a service won't cancel because they focus on what they'd ""lose"" — access — rather than what they'd gain — money and mental space. **Example 3 — Negotiation:** Framing a proposal as ""you'll lose $10k by not acting"" is more persuasive than ""you'll gain $10k by acting"" — same value, opposite direction, different psychological weight.",risk|loss|gain|prospect-theory|decision-making
::counters,,---,decision,models/decision/loss-aversion.md,Counters,"- Reframe decisions in terms of total outcomes, not gains/losses from current position - Pre-commit to sell/exit rules before entering a position - Ask: ""if I didn't already have this, would I pay to acquire it?"" (counters endowment effect) - Evaluate decisions by expected value, not emotional weight of outcome direction",risk|loss|gain|prospect-theory|decision-making
::references,,---,decision,models/decision/loss-aversion.md,References,"- Kahneman, D., & Tversky, A. (1979). Prospect theory: An analysis of decision under risk. *Econometrica*, 47(2), 263–292. - Kahneman, D. (2011). *Thinking, Fast and Slow*. Farrar, Straus and Giroux.",risk|loss|gain|prospect-theory|decision-making
::summary,,---,decision,models/decision/recency-bias.md,Summary,"Recency bias is the tendency to overweight the most recent information or experiences when judging patterns, making forecasts, or choosing what to do next.",memory|timing|judgment|trend|forecasting
::mechanism,,---,decision,models/decision/recency-bias.md,Mechanism,1. A sequence of events or data points is encountered 2. The newest items are easiest to recall and feel most relevant 3. Older but important information fades in influence 4. The mind treats the recent pattern as more representative than it is 5. Decisions become skewed toward the latest signal,memory|timing|judgment|trend|forecasting
::triggers,,---,decision,models/decision/recency-bias.md,Triggers,"- Fast-moving environments like markets, news, or social media - Long sequences where early information is forgotten - Stress or time pressure that favors what is top-of-mind - Situations with incomplete records or weak historical memory",memory|timing|judgment|trend|forecasting
::effects,,---,decision,models/decision/recency-bias.md,Effects,- Trend-chasing and short-term overreaction - Poor forecasting based on narrow windows of data - Inconsistent evaluation of people after recent successes or failures - Underweighting stable long-term patterns,memory|timing|judgment|trend|forecasting
::examples,,---,decision,models/decision/recency-bias.md,Examples,"**Example 1 - Investing:** An investor buys into an asset after a short winning streak, treating recent gains as proof of a durable trend. **Example 2 - Performance review:** A manager overweights an employee's last two weeks rather than the full year's performance. **Example 3 - Product planning:** A team pivots strategy after a single recent customer complaint even though longer-term evidence points elsewhere.",memory|timing|judgment|trend|forecasting
::counters,,---,decision,models/decision/recency-bias.md,Counters,- Use fixed evaluation windows instead of relying on memory - Compare recent signals against longer-term baselines - Weight data intentionally rather than by recall ease,memory|timing|judgment|trend|forecasting
::references,,---,decision,models/decision/recency-bias.md,References,"- Hogarth, R. M., & Einhorn, H. J. (1992). Order effects in belief updating: The belief-adjustment model. *Cognitive Psychology*, 24(1), 1-55. - De Bondt, W. F. M., & Thaler, R. (1985). Does the stock market overreact? *The Journal of Finance*, 40(3), 793-805.",memory|timing|judgment|trend|forecasting
::summary,,---,decision,models/decision/status-quo-bias.md,Summary,"Status quo bias is the tendency to prefer the current state of affairs, defaults, or existing arrangements even when alternatives may be objectively better.",inertia|default|change|preference|risk
::mechanism,,---,decision,models/decision/status-quo-bias.md,Mechanism,"1. A current state or default option exists 2. Changing it requires effort, uncertainty, or responsibility 3. The current state feels safer and more legitimate than alternatives 4. Potential losses from change are weighted more heavily than potential gains 5. The person sticks with the default or existing arrangement",inertia|default|change|preference|risk
::triggers,,---,decision,models/decision/status-quo-bias.md,Triggers,"- Default options in forms, platforms, or policies - Complex choices with many alternatives - Fear of regret if change goes badly - Situations where ownership makes the current state feel normal",inertia|default|change|preference|risk
::effects,,---,decision,models/decision/status-quo-bias.md,Effects,- Inertia in decisions and institutions - Sticky defaults that shape long-term behavior - Under-adoption of beneficial change - Overprotection of familiar systems and routines,inertia|default|change|preference|risk
::examples,,---,decision,models/decision/status-quo-bias.md,Examples,**Example 1 - Insurance plan:** A person stays on a suboptimal plan for years because switching feels complicated and risky. **Example 2 - Product settings:** Users rarely change default privacy settings even when they would prefer different options if forced to choose. **Example 3 - Legacy process:** A company keeps an inefficient workflow because nobody wants to own the disruption of replacing it.,inertia|default|change|preference|risk
::counters,,---,decision,models/decision/status-quo-bias.md,Counters,- Compare the current option and alternatives using the same explicit criteria - Force periodic re-evaluation of defaults - Treat inaction as a decision with its own costs and risks,inertia|default|change|preference|risk
::references,,---,decision,models/decision/status-quo-bias.md,References,"- Samuelson, W., & Zeckhauser, R. (1988). Status quo bias in decision making. *Journal of Risk and Uncertainty*, 1(1), 7-59. - Johnson, E. J., & Goldstein, D. (2003). Do defaults save lives? *Science*, 302(5649), 1338-1339.",inertia|default|change|preference|risk
::summary,,---,decision,models/decision/sunk-cost-fallacy.md,Summary,"The sunk cost fallacy is the tendency to continue a failing course of action because past time, money, or effort has already been invested and abandoning it would make the loss feel real.",escalation|commitment|loss|investment|persistence
::mechanism,,---,decision,models/decision/sunk-cost-fallacy.md,Mechanism,"1. Resources are invested in a project, decision, or relationship 2. Evidence appears that the current path is poor 3. Instead of evaluating only future costs and benefits, the mind includes past investment 4. Abandoning the path feels like accepting loss and failure 5. Commitment escalates even when expected future value is negative",escalation|commitment|loss|investment|persistence
::triggers,,---,decision,models/decision/sunk-cost-fallacy.md,Triggers,"- Large visible investments of money, time, or identity - Public commitment that would be embarrassing to reverse - Ambiguous feedback that allows hope to persist - Decision contexts where quitting feels like waste",escalation|commitment|loss|investment|persistence
::effects,,---,decision,models/decision/sunk-cost-fallacy.md,Effects,- Escalation of commitment to bad options - Delayed course correction - Extra losses layered on top of original losses - Rationalization of poor decisions after the fact,escalation|commitment|loss|investment|persistence
::examples,,---,decision,models/decision/sunk-cost-fallacy.md,Examples,"**Example 1 - Failing project:** A team keeps funding a weak product because they already spent a year building it. **Example 2 - Bad movie:** Someone sits through a terrible film because they paid for the ticket, even though leaving would maximize the rest of the evening. **Example 3 - Recruiting mistake:** A manager keeps defending a poor hire because admitting the mistake would feel costly and embarrassing.",escalation|commitment|loss|investment|persistence
::counters,,---,decision,models/decision/sunk-cost-fallacy.md,Counters,"- Evaluate options based on future value only, not past investment - Ask what you would do if the investment had not already been made - Build explicit decision checkpoints where stopping is treated as a valid outcome",escalation|commitment|loss|investment|persistence
::references,,---,decision,models/decision/sunk-cost-fallacy.md,References,"- Thaler, R. (1980). Toward a positive theory of consumer choice. *Journal of Economic Behavior & Organization*, 1(1), 39-60. - Arkes, H. R., & Blumer, C. (1985). The psychology of sunk cost. *Organizational Behavior and Human Decision Processes*, 35(1), 124-140.",escalation|commitment|loss|investment|persistence
::summary,,---,developmental,models/developmental/attachment-theory.md,Summary,"Attachment theory explains how early caregiver relationships shape internal expectations about safety, closeness, and regulation, influencing later relationships across development.",attachment|relationships|development|security|caregiving
::mechanism,,---,developmental,models/developmental/attachment-theory.md,Mechanism,"1. An infant relies on caregivers for protection and regulation 2. Repeated caregiving patterns create expectations about availability and safety 3. These expectations become internal working models of self and others 4. Later relationships are interpreted through those models 5. Attachment patterns influence emotion regulation, trust, and closeness over time",attachment|relationships|development|security|caregiving
::triggers,,---,developmental,models/developmental/attachment-theory.md,Triggers,"- Early caregiving consistency or inconsistency - Separation, reunion, and distress situations - Later intimate relationships that activate security or abandonment concerns - High-stress conditions that reactivate attachment expectations",attachment|relationships|development|security|caregiving
::effects,,---,developmental,models/developmental/attachment-theory.md,Effects,"- Secure or insecure patterns in closeness and regulation - Different reactions to conflict, distance, and reassurance - Long-term influence on trust and relational stability - Developmental carryover from early care into adult bonds",attachment|relationships|development|security|caregiving
::examples,,---,developmental,models/developmental/attachment-theory.md,Examples,**Example 1 - Childcare pickup:** A securely attached child is upset at separation but settles after reunion because the caregiver is expected to return. **Example 2 - Adult relationships:** Someone with anxious attachment may interpret delayed replies as signs of abandonment. **Example 3 - Workplace trust:** An employee may either seek healthy support or defensively avoid it depending on deeper expectations about reliability.,attachment|relationships|development|security|caregiving
::counters,,---,developmental,models/developmental/attachment-theory.md,Counters,"- Avoid treating attachment style as fixed destiny - Use stable, predictable responsiveness in caregiving and leadership - Build corrective relational experiences that update insecure expectations",attachment|relationships|development|security|caregiving
::references,,---,developmental,models/developmental/attachment-theory.md,References,"- Bowlby, J. (1969). *Attachment and Loss: Volume I. Attachment*. Basic Books. - Ainsworth, M. D. S., Blehar, M. C., Waters, E., & Wall, S. (1978). *Patterns of Attachment*. Erlbaum.",attachment|relationships|development|security|caregiving
::summary,,---,developmental,models/developmental/erikson-psychosocial-development.md,Summary,"Erikson's psychosocial development model describes human development as a series of life stages, each centered on a core psychological conflict whose resolution shapes later identity and relationships.",identity|lifespan|stages|development|socialization
::mechanism,,---,developmental,models/developmental/erikson-psychosocial-development.md,Mechanism,"1. Development unfolds across the lifespan rather than only in childhood 2. Each stage presents a central psychosocial conflict 3. How the person and environment handle that conflict shapes a core strength or vulnerability 4. Unresolved conflicts carry forward into later stages 5. Later development builds on earlier patterns of trust, autonomy, identity, and generativity",identity|lifespan|stages|development|socialization
::triggers,,---,developmental,models/developmental/erikson-psychosocial-development.md,Triggers,"- Major life transitions such as schooling, adolescence, work, parenting, or aging - Social expectations tied to age and role - Crises that force questions of trust, competence, identity, or purpose - Relational environments that support or frustrate developmental needs",identity|lifespan|stages|development|socialization
::effects,,---,developmental,models/developmental/erikson-psychosocial-development.md,Effects,- Identity formation depends on successful navigation of earlier stages - Early relational experiences influence later trust and intimacy - Developmental struggles can reappear at later life transitions - Personal meaning is shaped by stage-specific tasks,identity|lifespan|stages|development|socialization
::examples,,---,developmental,models/developmental/erikson-psychosocial-development.md,Examples,"**Example 1 - Adolescence:** A teenager experiments with roles, values, and affiliations while trying to form a coherent sense of identity. **Example 2 - Early adulthood:** A young adult who fears vulnerability may struggle with intimacy despite wanting close relationships. **Example 3 - Midlife:** A professional may feel either generative and invested in mentoring or stagnant and disconnected from purpose.",identity|lifespan|stages|development|socialization
::counters,,---,developmental,models/developmental/erikson-psychosocial-development.md,Counters,"- Interpret recurring life struggles in terms of developmental task mismatch - Build environments that support autonomy, competence, and belonging at the relevant stage - Revisit unresolved conflicts through reflection, therapy, or corrective relationships",identity|lifespan|stages|development|socialization
::references,,---,developmental,models/developmental/erikson-psychosocial-development.md,References,"- Erikson, E. H. (1950). *Childhood and Society*. W. W. Norton. - Erikson, E. H. (1968). *Identity: Youth and Crisis*. W. W. Norton.",identity|lifespan|stages|development|socialization
::summary,,---,developmental,models/developmental/growth-mindset.md,Summary,"A growth mindset is the belief that ability can be developed through effort, strategy, and feedback, which changes how people respond to challenge, failure, and learning.",mindset|learning|ability|effort|development
::mechanism,,---,developmental,models/developmental/growth-mindset.md,Mechanism,"1. A person forms beliefs about whether ability is fixed or developable 2. Those beliefs shape the interpretation of difficulty and failure 3. With a growth mindset, setbacks signal the need for strategy, effort, or practice rather than permanent limitation 4. Persistence and learning behaviors increase 5. Over time, the response pattern compounds into different developmental outcomes",mindset|learning|ability|effort|development
::triggers,,---,developmental,models/developmental/growth-mindset.md,Triggers,"- Feedback about intelligence, talent, or performance - Challenging tasks where immediate success is unlikely - Educational or work cultures that reward learning versus image protection - Comparisons that make current limitations highly visible",mindset|learning|ability|effort|development
::effects,,---,developmental,models/developmental/growth-mindset.md,Effects,- Greater persistence under challenge - More willingness to seek feedback and practice - Reduced avoidance of difficult tasks - Identity becomes more compatible with long-term learning,mindset|learning|ability|effort|development
::examples,,---,developmental,models/developmental/growth-mindset.md,Examples,"**Example 1 - Math class:** A student who treats mistakes as information keeps practicing, while a student with a fixed mindset reads mistakes as proof they are ""bad at math."" **Example 2 - Creative work:** An artist who believes skill develops through iteration is more likely to keep shipping and refining work after criticism. **Example 3 - Team culture:** A manager who praises process and improvement creates a team that experiments more than one praised only for natural talent.",mindset|learning|ability|effort|development
::counters,,---,developmental,models/developmental/growth-mindset.md,Counters,"- Avoid praising static traits when you want learning behavior - Pair encouragement with strategy, feedback, and standards - Do not turn ""growth mindset"" into denial of real constraints or differences in starting point",mindset|learning|ability|effort|development
::references,,---,developmental,models/developmental/growth-mindset.md,References,"- Dweck, C. S. (2006). *Mindset: The New Psychology of Success*. Random House. - Yeager, D. S., & Dweck, C. S. (2012). Mindsets that promote resilience. *Educational Psychologist*, 47(4), 302-314.",mindset|learning|ability|effort|development
::summary,,---,developmental,models/developmental/piaget-cognitive-development.md,Summary,Piaget's cognitive development model describes how children's thinking changes through qualitatively different stages as they mature and interact with the world.,development|learning|stages|cognition|childhood
::mechanism,,---,developmental,models/developmental/piaget-cognitive-development.md,Mechanism,1. Children build mental models through interaction with their environment 2. New experiences are either assimilated into existing schemas or require accommodation of those schemas 3. Repeated mismatch between reality and current understanding drives stage transitions 4. Each stage enables new forms of reasoning while constraining others 5. Later stages support increasingly abstract and systematic thought,development|learning|stages|cognition|childhood
::triggers,,---,developmental,models/developmental/piaget-cognitive-development.md,Triggers,- Repeated exposure to new information that existing schemas cannot explain - Tasks that demand reasoning beyond current developmental capacity - Social and physical exploration that creates cognitive conflict - Educational environments that scaffold increasingly complex concepts,development|learning|stages|cognition|childhood
::effects,,---,developmental,models/developmental/piaget-cognitive-development.md,Effects,"- Children's reasoning changes in structured, stage-like ways - Abstract logic becomes possible only later in development - Misjudging developmental stage leads to unrealistic expectations - Learning improves when explanations fit current cognitive capacity",development|learning|stages|cognition|childhood
::examples,,---,developmental,models/developmental/piaget-cognitive-development.md,Examples,"**Example 1 - Object permanence:** An infant initially behaves as if a hidden toy no longer exists, then later begins searching for it once object permanence emerges. **Example 2 - Conservation task:** A child may think taller liquid in a narrow glass means ""more"" until concrete operational reasoning develops. **Example 3 - Abstract algebra:** Formal symbolic reasoning becomes much easier once adolescents can manipulate hypothetical relationships rather than only concrete examples.",development|learning|stages|cognition|childhood
::counters,,---,developmental,models/developmental/piaget-cognitive-development.md,Counters,- Match teaching methods to the learner's developmental level - Use concrete examples before introducing abstract rules - Treat developmental limits as capacity constraints rather than defiance,development|learning|stages|cognition|childhood
::references,,---,developmental,models/developmental/piaget-cognitive-development.md,References,"- Piaget, J. (1936). *Origins of Intelligence in the Child*. Routledge & Kegan Paul. - Piaget, J. (1952). *The Origins of Intelligence in Children*. International Universities Press.",development|learning|stages|cognition|childhood
::summary,,---,developmental,models/developmental/social-learning-theory.md,Summary,"Social learning theory explains how people develop behavior and expectations by observing others, modeling what is seen, and updating based on consequences without needing direct trial-and-error for every lesson.",learning|imitation|modeling|development|observation
::mechanism,,---,developmental,models/developmental/social-learning-theory.md,Mechanism,"1. A learner observes another person performing a behavior 2. Attention, retention, and motivation determine whether the observed behavior is encoded 3. The learner forms a model of the behavior and its likely consequences 4. The behavior is imitated when context and motivation support it 5. Observed rewards or punishments update whether the behavior is repeated",learning|imitation|modeling|development|observation
::triggers,,---,developmental,models/developmental/social-learning-theory.md,Triggers,- Visible role models or peers - Environments with clear behavioral consequences - Media or digital exposure to repeated behavioral examples - Developmental stages where imitation is a primary learning channel,learning|imitation|modeling|development|observation
::effects,,---,developmental,models/developmental/social-learning-theory.md,Effects,- Rapid acquisition of norms and skills - Behavior spreads without direct instruction - Vicarious reinforcement shapes future choices - Development becomes tightly linked to observed social environment,learning|imitation|modeling|development|observation
::examples,,---,developmental,models/developmental/social-learning-theory.md,Examples,"**Example 1 - Classroom norms:** Students copy how respected classmates respond to teachers, not just what rules say. **Example 2 - Aggression modeling:** Children exposed to rewarded aggressive behavior become more likely to reproduce it. **Example 3 - Junior onboarding:** A new employee learns team behavior mainly by watching what senior staff actually do, not by reading the handbook.",learning|imitation|modeling|development|observation
::counters,,---,developmental,models/developmental/social-learning-theory.md,Counters,- Audit the models and incentives learners are exposed to - Pair instruction with visible examples of the desired behavior - Do not assume stated values matter if modeled behavior contradicts them,learning|imitation|modeling|development|observation
::references,,---,developmental,models/developmental/social-learning-theory.md,References,"- Bandura, A. (1977). *Social Learning Theory*. Prentice Hall. - Bandura, A., Ross, D., & Ross, S. A. (1961). Transmission of aggression through imitation of aggressive models. *Journal of Abnormal and Social Psychology*, 63(3), 575-582.",learning|imitation|modeling|development|observation
::summary,,---,developmental,models/developmental/theory-of-mind.md,Summary,"Theory of mind is the developmental capacity to understand that other people have beliefs, knowledge, intentions, and perspectives that can differ from one's own.",development|perspective|beliefs|social-cognition|learning
::mechanism,,---,developmental,models/developmental/theory-of-mind.md,Mechanism,"1. The child begins with limited differentiation between self and other perspectives 2. Social interaction provides repeated evidence that others know and believe different things 3. Perspective-taking capacity becomes more explicit and flexible 4. The child starts reasoning about false beliefs, hidden knowledge, and intention 5. More advanced social prediction and communication become possible",development|perspective|beliefs|social-cognition|learning
::triggers,,---,developmental,models/developmental/theory-of-mind.md,Triggers,"- Social play involving deception, guessing, or hidden information - Conversations about what different people know or think - Developmental stages where false-belief tasks become tractable - Caregiver explanation of motives and perspectives",development|perspective|beliefs|social-cognition|learning
::effects,,---,developmental,models/developmental/theory-of-mind.md,Effects,- Better empathy and social prediction - Improved communication and teaching - Greater ability to understand deception and misunderstanding - More sophisticated interpretation of motives and beliefs,development|perspective|beliefs|social-cognition|learning
::examples,,---,developmental,models/developmental/theory-of-mind.md,Examples,"**Example 1 - False-belief task:** A child begins to understand that another person will search where they last saw an object, not where the child now knows it is. **Example 2 - Classroom explanation:** A student realizes a peer is confused because they lack information, not because they are irrational. **Example 3 - Team communication:** An adult communicator anticipates what the audience knows and explains accordingly.",development|perspective|beliefs|social-cognition|learning
::counters,,---,developmental,models/developmental/theory-of-mind.md,Counters,"- Do not assume perspective-taking ability is fully developed just because language is advanced - Make hidden assumptions explicit in teaching and collaboration - Use questions that surface what other people currently know, not just what they should know",development|perspective|beliefs|social-cognition|learning
::references,,---,developmental,models/developmental/theory-of-mind.md,References,"- Premack, D., & Woodruff, G. (1978). Does the chimpanzee have a theory of mind? *Behavioral and Brain Sciences*, 1(4), 515-526. - Wimmer, H., & Perner, J. (1983). Beliefs about beliefs: Representation and constraining function of wrong beliefs in young children's understanding of deception. *Cognition*, 13(1), 103-128.",development|perspective|beliefs|social-cognition|learning
::summary,,---,developmental,models/developmental/zone-of-proximal-development.md,Summary,"The zone of proximal development describes the gap between what a learner can do alone and what they can do with guidance, making it a model for how support accelerates development.",learning|scaffolding|teaching|development|capability
::mechanism,,---,developmental,models/developmental/zone-of-proximal-development.md,Mechanism,"1. A learner has a current independent level of performance 2. Some tasks are too easy and produce little growth 3. Some tasks are too difficult even with help 4. The zone of proximal development sits between those extremes 5. Guidance, prompts, or collaboration enable success in that zone 6. Skills practiced with support become internalized over time",learning|scaffolding|teaching|development|capability
::triggers,,---,developmental,models/developmental/zone-of-proximal-development.md,Triggers,"- Learning situations with structured support from a teacher, peer, or tool - Tasks that are challenging but not impossible - Feedback loops that help the learner correct errors in real time - Environments where coaching fades as competence grows",learning|scaffolding|teaching|development|capability
::effects,,---,developmental,models/developmental/zone-of-proximal-development.md,Effects,- Learning accelerates when support is calibrated to current capability - Scaffolding can turn temporary assisted performance into independent skill - Poorly calibrated difficulty causes boredom or overwhelm - Social context becomes a central driver of development,learning|scaffolding|teaching|development|capability
::examples,,---,developmental,models/developmental/zone-of-proximal-development.md,Examples,**Example 1 - Reading instruction:** A child cannot yet read a paragraph independently but can do so with prompts that guide sounding out and comprehension. **Example 2 - Coding mentorship:** A junior developer cannot architect a system alone but can complete the design with guided questions from a senior engineer. **Example 3 - Sports coaching:** An athlete learns a new movement pattern by using drills and corrections until the pattern becomes automatic.,learning|scaffolding|teaching|development|capability
::counters,,---,developmental,models/developmental/zone-of-proximal-development.md,Counters,- Do not confuse unsupported failure with lack of potential - Adjust challenge continuously as the learner improves - Remove scaffolding gradually so support does not become dependency,learning|scaffolding|teaching|development|capability
::references,,---,developmental,models/developmental/zone-of-proximal-development.md,References,"- Vygotsky, L. S. (1978). *Mind in Society*. Harvard University Press. - Wood, D., Bruner, J. S., & Ross, G. (1976). The role of tutoring in problem solving. *Journal of Child Psychology and Psychiatry*, 17(2), 89-100.",learning|scaffolding|teaching|development|capability
